unsmoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
ß?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ßq;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.516867;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ß!;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ßy;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.137610;0.017964;0.011014;0.128568;0.321366;0.024839;0.020688;0.013514;0.019661;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.021079;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ß#;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ö(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öw;0.003110;0.006359;0.240793;0.222363;0.021879;0.033145;0.071797;0.035204;0.007081;0.043860;0.018209;0.011014;0.066313;0.024491;0.024839;0.005063;0.013514;0.004036;0.053824;0.003110;0.011978;0.005949;0.013004;0.018111;0.005454;0.006380;0.007612;0.012842;0.000560;0.001956;0.001593;0.003707;0.000156;0.000072;0.000075;0.000177;0.000344;0.000034
öi;0.003110;0.006359;0.036722;0.173520;0.029730;0.054236;0.023923;0.017121;0.010136;0.135356;0.024966;0.023703;0.071797;0.063661;0.077929;0.006803;0.037619;0.005055;0.038718;0.003110;0.086881;0.011551;0.020431;0.003282;0.005751;0.003042;0.009989;0.002817;0.000602;0.002890;0.001104;0.007441;0.000198;0.000072;0.000075;0.000177;0.000100;0.000034
öe;0.003110;0.009441;0.088090;0.068308;0.028802;0.145276;0.021709;0.024687;0.010922;0.172000;0.028913;0.021572;0.138545;0.057290;0.035397;0.006811;0.025475;0.004979;0.012207;0.003179;0.015014;0.007973;0.026207;0.003335;0.009686;0.004498;0.012995;0.002817;0.000698;0.003083;0.001104;0.004351;0.000984;0.000095;0.000144;0.000177;0.000100;0.000034
öd;0.003110;0.007567;0.141881;0.280714;0.021950;0.036698;0.083091;0.026673;0.007223;0.048479;0.018035;0.011441;0.129599;0.034226;0.027042;0.005063;0.013727;0.004605;0.016957;0.003110;0.011978;0.006020;0.021603;0.003268;0.009931;0.006866;0.007754;0.003386;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000105
ör;0.002073;0.007116;0.043438;0.108584;0.270525;0.029258;0.040255;0.028256;0.009380;0.037809;0.016260;0.010720;0.137175;0.029274;0.095259;0.005752;0.015045;0.012732;0.021700;0.002073;0.010174;0.010408;0.015299;0.007635;0.006857;0.002722;0.011923;0.005506;0.000404;0.001304;0.001017;0.003253;0.000104;0.000048;0.000050;0.000306;0.000098;0.000210
öa;0.003110;0.006660;0.037313;0.067595;0.025109;0.081071;0.025580;0.093038;0.020527;0.117253;0.033214;0.040086;0.072303;0.056267;0.064428;0.007091;0.036952;0.005764;0.011770;0.003110;0.031660;0.013085;0.064762;0.003197;0.005905;0.003107;0.031651;0.002817;0.000560;0.028248;0.001104;0.004458;0.000606;0.000072;0.000075;0.000177;0.000250;0.000034
öu;0.003110;0.006912;0.036913;0.078104;0.022985;0.084122;0.024385;0.017143;0.039621;0.253853;0.019624;0.042356;0.104877;0.062747;0.045765;0.005431;0.019137;0.005788;0.011954;0.003110;0.030415;0.016734;0.016968;0.003473;0.006007;0.003510;0.010654;0.002817;0.000560;0.014770;0.001104;0.004352;0.000248;0.000072;0.000075;0.000177;0.000100;0.000034
öf;0.002073;0.004679;0.038624;0.081222;0.014586;0.058548;0.035318;0.018271;0.357670;0.030118;0.012415;0.010124;0.079472;0.017937;0.055353;0.004253;0.015011;0.002837;0.042102;0.002073;0.007985;0.004258;0.014086;0.008865;0.004514;0.002411;0.005953;0.056628;0.000959;0.001304;0.007470;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ön;0.002073;0.005137;0.053402;0.079339;0.054761;0.022640;0.022471;0.015994;0.007958;0.325270;0.013819;0.007839;0.159569;0.029774;0.035158;0.007487;0.041858;0.002714;0.011249;0.002168;0.008434;0.008290;0.029975;0.003100;0.021171;0.012322;0.006067;0.002327;0.000397;0.001304;0.001043;0.003369;0.000104;0.000402;0.000073;0.000851;0.000066;0.000023
öh;0.002073;0.006374;0.038042;0.219524;0.014990;0.054351;0.049168;0.159813;0.005297;0.060031;0.013361;0.014671;0.102784;0.021635;0.138014;0.003894;0.009875;0.002806;0.011193;0.002131;0.007985;0.006043;0.021421;0.009978;0.006752;0.002721;0.005190;0.001936;0.000488;0.001304;0.002813;0.002586;0.000104;0.000105;0.000107;0.000176;0.000239;0.000023
öm;0.003110;0.007771;0.120770;0.185043;0.022726;0.033568;0.052318;0.030700;0.008634;0.044425;0.017964;0.079902;0.170952;0.033808;0.033168;0.005769;0.014785;0.010247;0.021933;0.003110;0.012261;0.007643;0.014557;0.005173;0.007995;0.003804;0.010153;0.011005;0.000560;0.001956;0.019314;0.003989;0.000156;0.000072;0.000075;0.000177;0.000100;0.000317
ö ;0.003110;0.035328;0.066994;0.102377;0.110103;0.043758;0.055996;0.043576;0.023671;0.057439;0.033355;0.031182;0.071198;0.059460;0.029616;0.023136;0.031023;0.017850;0.014923;0.003157;0.013296;0.021998;0.021217;0.005150;0.006090;0.003593;0.031804;0.006112;0.003901;0.001956;0.001575;0.025122;0.000179;0.000072;0.000381;0.000177;0.000100;0.000034
ös;0.002073;0.006017;0.149319;0.110970;0.015305;0.023366;0.024844;0.096693;0.007260;0.029748;0.013754;0.008528;0.100673;0.040197;0.218724;0.004094;0.011252;0.013822;0.024775;0.002158;0.049081;0.005405;0.010658;0.003570;0.006260;0.003156;0.008672;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.000447;0.000065
öt;0.002073;0.010332;0.326227;0.160311;0.014586;0.042669;0.026818;0.023554;0.005179;0.030492;0.013603;0.007635;0.114693;0.033686;0.027868;0.048100;0.012097;0.003066;0.010726;0.002115;0.007985;0.004007;0.019519;0.008057;0.016906;0.010693;0.006827;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.000786;0.000066;0.000023
öz;0.003110;0.036150;0.109425;0.152362;0.021879;0.033452;0.025611;0.248132;0.007081;0.043860;0.017964;0.011629;0.094938;0.024798;0.050638;0.005063;0.013821;0.004036;0.016377;0.003110;0.011978;0.005949;0.017611;0.004425;0.006683;0.003572;0.008534;0.005889;0.000560;0.001956;0.004790;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000341
ög;0.002073;0.004393;0.048584;0.248603;0.014586;0.039890;0.021851;0.021445;0.005334;0.031541;0.012129;0.007343;0.109163;0.031513;0.027297;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.009258;0.300452;0.002821;0.009772;0.003889;0.005075;0.003565;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
öp;0.002073;0.004239;0.033156;0.073055;0.014586;0.138429;0.060537;0.027423;0.349354;0.029240;0.018396;0.007343;0.046870;0.017097;0.027345;0.003375;0.009009;0.007056;0.047394;0.002073;0.007985;0.004222;0.023307;0.027041;0.004406;0.002228;0.005075;0.002392;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
öo;0.003110;0.011775;0.037165;0.069709;0.038259;0.120859;0.020829;0.018451;0.014082;0.191417;0.028532;0.055136;0.079675;0.037437;0.032501;0.013781;0.028970;0.025833;0.013355;0.003110;0.032454;0.012157;0.060560;0.003197;0.006643;0.003089;0.018841;0.002817;0.001881;0.006844;0.001765;0.004631;0.000684;0.000072;0.000075;0.000177;0.000100;0.000034
ö);0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
öc;0.002073;0.004239;0.025117;0.047400;0.014586;0.022442;0.014144;0.011417;0.004720;0.029240;0.655798;0.007343;0.045170;0.016327;0.016646;0.003375;0.009009;0.002691;0.009058;0.002073;0.008158;0.020234;0.008669;0.002131;0.003636;0.001971;0.005161;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ök;0.002073;0.006330;0.025644;0.102565;0.014586;0.030634;0.036276;0.026403;0.005069;0.030111;0.012324;0.008040;0.062341;0.028002;0.077720;0.005292;0.009358;0.002691;0.425864;0.002247;0.007985;0.003966;0.034632;0.003873;0.007295;0.002843;0.005597;0.004143;0.000373;0.001304;0.011191;0.002645;0.000104;0.000048;0.000050;0.000292;0.000066;0.000023
öl;0.002073;0.004877;0.095682;0.114568;0.018810;0.023292;0.043927;0.025352;0.007351;0.032747;0.012215;0.007661;0.063972;0.029160;0.038399;0.004092;0.015306;0.057241;0.014542;0.002153;0.009340;0.184250;0.149493;0.013848;0.004752;0.002689;0.011132;0.003552;0.000373;0.001304;0.001214;0.002949;0.000104;0.000048;0.000050;0.000118;0.001342;0.000023
öä;0.003110;0.006359;0.080411;0.067595;0.029661;0.069623;0.020697;0.043131;0.031400;0.146000;0.059307;0.022687;0.066068;0.099393;0.089528;0.006036;0.033456;0.004036;0.011770;0.003110;0.033379;0.005949;0.028082;0.003197;0.005454;0.002957;0.008585;0.002817;0.000560;0.009252;0.001104;0.004680;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ö,;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.566069;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ö.;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.088676;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.478399;0.011978;0.005949;0.013004;0.003197;0.006506;0.004009;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öb;0.003110;0.008606;0.066661;0.400113;0.021879;0.047851;0.039897;0.021564;0.007489;0.046720;0.018781;0.011014;0.081183;0.048388;0.033009;0.010169;0.020663;0.004036;0.015650;0.003110;0.012182;0.005949;0.030161;0.005239;0.006271;0.003978;0.008633;0.009149;0.000560;0.001956;0.001308;0.003911;0.000156;0.000072;0.000075;0.000381;0.000100;0.000034
öü;0.003110;0.006359;0.036637;0.067595;0.023534;0.235132;0.020697;0.016866;0.020878;0.089666;0.054940;0.011014;0.066068;0.055396;0.045259;0.005063;0.026759;0.005140;0.011770;0.003110;0.047298;0.005949;0.016867;0.003197;0.005454;0.002957;0.097568;0.002817;0.000560;0.006923;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öj;0.003110;0.006359;0.039415;0.298151;0.021879;0.033145;0.215142;0.058533;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.014548;0.003110;0.011978;0.005949;0.013004;0.017086;0.005454;0.002957;0.007612;0.013928;0.000560;0.001956;0.001104;0.006485;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öß;0.002073;0.004239;0.026544;0.369256;0.014586;0.022096;0.014328;0.013364;0.012669;0.042489;0.011976;0.007343;0.231115;0.016857;0.117911;0.003905;0.011129;0.002691;0.007846;0.002073;0.008515;0.003966;0.017678;0.002131;0.012115;0.005151;0.007194;0.001878;0.000373;0.001304;0.000736;0.004061;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
öö;0.003110;0.006359;0.036637;0.067595;0.021879;0.137370;0.020697;0.016866;0.023982;0.134001;0.037683;0.011014;0.066068;0.047026;0.038924;0.005063;0.079711;0.005445;0.011770;0.003110;0.140147;0.012991;0.031314;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.013224;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öv;0.003110;0.006359;0.071872;0.282360;0.021879;0.033145;0.034120;0.016866;0.007081;0.043860;0.017964;0.011434;0.069424;0.024910;0.024839;0.005063;0.013934;0.006553;0.235763;0.003110;0.011978;0.005949;0.013004;0.003197;0.006293;0.002957;0.007612;0.002817;0.000560;0.001956;0.005299;0.004126;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öx;0.003110;0.006359;0.226637;0.097595;0.021879;0.033145;0.080697;0.016866;0.007081;0.043860;0.017964;0.011014;0.096068;0.024491;0.074839;0.015063;0.013514;0.074036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.025454;0.012957;0.007612;0.002817;0.000560;0.001956;0.001104;0.013707;0.010156;0.000072;0.000075;0.010177;0.000100;0.000034
ö?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öq;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.516867;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ö!;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
öy;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.137610;0.017964;0.011014;0.128568;0.321366;0.024839;0.020688;0.013514;0.019661;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.021079;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ö#;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
v(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
vw;0.003110;0.006359;0.240793;0.222363;0.021879;0.033145;0.071797;0.035204;0.007081;0.043860;0.018209;0.011014;0.066313;0.024491;0.024839;0.005063;0.013514;0.004036;0.053824;0.003110;0.011978;0.005949;0.013004;0.018111;0.005454;0.006380;0.007612;0.012842;0.000560;0.001956;0.001593;0.003707;0.000156;0.000072;0.000075;0.000177;0.000344;0.000034
vi;0.002073;0.004239;0.028449;0.385521;0.019820;0.036157;0.015948;0.011414;0.006757;0.090237;0.016644;0.015802;0.047865;0.058313;0.079730;0.020408;0.025079;0.003370;0.025812;0.002073;0.057920;0.007700;0.013620;0.002188;0.003834;0.002028;0.006659;0.001878;0.000401;0.001926;0.000736;0.004961;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
ve;0.002073;0.006294;0.058727;0.045539;0.019201;0.384612;0.019030;0.016458;0.007281;0.136151;0.019275;0.015683;0.103431;0.044053;0.023598;0.004540;0.016983;0.003319;0.008138;0.002119;0.010009;0.005315;0.017471;0.002223;0.007108;0.003650;0.008663;0.001878;0.000465;0.002055;0.000736;0.002900;0.000656;0.000063;0.000096;0.000118;0.000066;0.000023
vd;0.003110;0.007567;0.141881;0.280714;0.021950;0.036698;0.083091;0.026673;0.007223;0.048479;0.018035;0.011441;0.129599;0.034226;0.027042;0.005063;0.013727;0.004605;0.016957;0.003110;0.011978;0.006020;0.021603;0.003268;0.009931;0.006866;0.007754;0.003386;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000105
vr;0.003110;0.010675;0.065157;0.129093;0.047679;0.043887;0.060382;0.042385;0.014070;0.056713;0.024391;0.016080;0.205762;0.043911;0.048294;0.008628;0.022568;0.005584;0.032550;0.003110;0.015262;0.015612;0.022949;0.011453;0.010286;0.004083;0.017885;0.008259;0.000607;0.001956;0.001526;0.004879;0.000156;0.000072;0.000075;0.000459;0.000147;0.000316
va;0.002073;0.004440;0.024875;0.045063;0.027156;0.064464;0.017053;0.062025;0.013685;0.192752;0.022142;0.026724;0.048202;0.037511;0.209619;0.004727;0.035051;0.003843;0.007846;0.002073;0.021106;0.019140;0.053591;0.002131;0.003936;0.002071;0.021100;0.001878;0.000373;0.018832;0.000736;0.002972;0.000404;0.000048;0.000050;0.000118;0.000166;0.000023
vu;0.003110;0.006912;0.036913;0.078104;0.022985;0.084122;0.024385;0.017143;0.039621;0.253853;0.019624;0.042356;0.104877;0.062747;0.045765;0.005431;0.019137;0.005788;0.011954;0.003110;0.030415;0.016734;0.016968;0.003473;0.006007;0.003510;0.010654;0.002817;0.000560;0.014770;0.001104;0.004352;0.000248;0.000072;0.000075;0.000177;0.000100;0.000034
vf;0.003110;0.007018;0.057937;0.121833;0.021879;0.087822;0.052977;0.027406;0.036505;0.045178;0.018623;0.015186;0.119208;0.026906;0.083030;0.006380;0.022517;0.004256;0.063153;0.003110;0.011978;0.006388;0.021129;0.013298;0.006772;0.003616;0.008930;0.084943;0.001438;0.001956;0.011205;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
vn;0.003110;0.007706;0.056665;0.111197;0.082141;0.033960;0.033707;0.023991;0.011937;0.058217;0.020729;0.011759;0.231541;0.044661;0.052737;0.011231;0.062788;0.004072;0.016874;0.003252;0.012652;0.012436;0.013713;0.004650;0.031757;0.018484;0.009101;0.003491;0.000595;0.001956;0.001565;0.005054;0.000156;0.000603;0.000110;0.001276;0.000100;0.000034
vh;0.003110;0.009562;0.057063;0.186429;0.022485;0.081526;0.073752;0.025435;0.007946;0.054333;0.020041;0.022006;0.154176;0.032453;0.099878;0.005842;0.014813;0.004209;0.016790;0.003196;0.011978;0.009065;0.032132;0.014968;0.010128;0.004082;0.007785;0.002904;0.000733;0.001956;0.004220;0.003880;0.000156;0.000158;0.000161;0.000264;0.000359;0.000034
vm;0.002073;0.005180;0.080513;0.123362;0.015150;0.022379;0.034878;0.020467;0.005756;0.029616;0.011976;0.053268;0.113968;0.022538;0.022112;0.003846;0.009856;0.006831;0.347955;0.002073;0.008174;0.005095;0.009705;0.003449;0.005330;0.002536;0.006769;0.007336;0.000373;0.001304;0.012876;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
v ;0.002073;0.023552;0.044662;0.068251;0.073402;0.070839;0.037331;0.112384;0.015781;0.038292;0.022236;0.020788;0.047465;0.039640;0.019744;0.015424;0.062348;0.011900;0.009949;0.002104;0.008864;0.014665;0.014145;0.003433;0.004060;0.002395;0.146203;0.004074;0.002601;0.001304;0.001050;0.058414;0.000119;0.000048;0.000254;0.000118;0.000066;0.000023
vs;0.002073;0.006017;0.065985;0.090137;0.015305;0.023366;0.024844;0.013360;0.007260;0.029748;0.013754;0.008528;0.100673;0.040197;0.072891;0.004094;0.011252;0.013822;0.024775;0.002158;0.382414;0.005405;0.010658;0.003570;0.006260;0.003156;0.008672;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.000447;0.000065
vt;0.003110;0.015498;0.089341;0.190467;0.021879;0.064004;0.040227;0.035331;0.007769;0.045738;0.020405;0.011452;0.172040;0.050530;0.041802;0.022151;0.018146;0.004600;0.016089;0.003172;0.011978;0.006011;0.029279;0.012085;0.025359;0.016039;0.010241;0.005321;0.000560;0.001956;0.001229;0.004208;0.000156;0.000385;0.000137;0.001179;0.000100;0.000034
vz;0.003110;0.036150;0.109425;0.152362;0.021879;0.033452;0.025611;0.248132;0.007081;0.043860;0.017964;0.011629;0.094938;0.024798;0.050638;0.005063;0.013821;0.004036;0.016377;0.003110;0.011978;0.005949;0.017611;0.004425;0.006683;0.003572;0.008534;0.005889;0.000560;0.001956;0.004790;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000341
vg;0.002073;0.004393;0.048584;0.191865;0.014586;0.039890;0.355185;0.021445;0.005334;0.031541;0.012129;0.007343;0.109163;0.031513;0.027297;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.009258;0.023856;0.002821;0.009772;0.003889;0.005075;0.003565;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
vp;0.002073;0.004239;0.033156;0.128611;0.014586;0.360652;0.060537;0.027423;0.071575;0.029240;0.018396;0.007343;0.046870;0.017097;0.027345;0.003375;0.009009;0.007056;0.047394;0.002073;0.007985;0.004222;0.023307;0.027041;0.004406;0.002228;0.005075;0.002392;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
vo;0.002073;0.007850;0.024777;0.046472;0.025506;0.239749;0.013886;0.012301;0.009388;0.272430;0.019021;0.051114;0.053741;0.024958;0.022916;0.009187;0.019313;0.017222;0.008903;0.002073;0.021636;0.008105;0.053482;0.002131;0.004429;0.002059;0.012560;0.001878;0.001254;0.004562;0.001176;0.003087;0.000456;0.000048;0.000050;0.000118;0.000066;0.000023
v);0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
vc;0.003110;0.006359;0.037675;0.071100;0.021879;0.033664;0.021216;0.017126;0.007081;0.043860;0.483697;0.011014;0.067756;0.024491;0.024969;0.005063;0.013514;0.004036;0.013587;0.003110;0.012238;0.030352;0.013004;0.003197;0.005454;0.002957;0.007742;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
vk;0.003110;0.009496;0.038466;0.153847;0.021879;0.045952;0.054414;0.039605;0.007603;0.045167;0.018487;0.012060;0.093512;0.042003;0.116580;0.007938;0.014037;0.004036;0.138795;0.003371;0.011978;0.005949;0.051948;0.005810;0.010943;0.004264;0.008396;0.006215;0.000560;0.001956;0.016786;0.003968;0.000156;0.000072;0.000075;0.000439;0.000100;0.000034
vl;0.003110;0.007316;0.143523;0.171852;0.028215;0.034938;0.065891;0.038028;0.011026;0.049121;0.018323;0.011492;0.095958;0.043740;0.057599;0.006139;0.022959;0.008938;0.021813;0.003229;0.014011;0.007144;0.070393;0.020772;0.007128;0.004033;0.016699;0.005328;0.000560;0.001956;0.001822;0.004424;0.000156;0.000072;0.000075;0.000177;0.002013;0.000034
vä;0.003110;0.006359;0.080411;0.067595;0.029661;0.069623;0.020697;0.043131;0.031400;0.146000;0.059307;0.022687;0.066068;0.099393;0.089528;0.006036;0.033456;0.004036;0.011770;0.003110;0.033379;0.005949;0.028082;0.003197;0.005454;0.002957;0.008585;0.002817;0.000560;0.009252;0.001104;0.004680;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
v,;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.710713;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
v.;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.088676;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.478399;0.011978;0.005949;0.013004;0.003197;0.006506;0.004009;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
vb;0.003110;0.008606;0.066661;0.400113;0.021879;0.047851;0.039897;0.021564;0.007489;0.046720;0.018781;0.011014;0.081183;0.048388;0.033009;0.010169;0.020663;0.004036;0.015650;0.003110;0.012182;0.005949;0.030161;0.005239;0.006271;0.003978;0.008633;0.009149;0.000560;0.001956;0.001308;0.003911;0.000156;0.000072;0.000075;0.000381;0.000100;0.000034
vü;0.003110;0.006359;0.036637;0.067595;0.023534;0.235132;0.020697;0.016866;0.020878;0.089666;0.054940;0.011014;0.066068;0.055396;0.045259;0.005063;0.026759;0.005140;0.011770;0.003110;0.047298;0.005949;0.016867;0.003197;0.005454;0.002957;0.097568;0.002817;0.000560;0.006923;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
vj;0.003110;0.006359;0.039415;0.298151;0.021879;0.033145;0.215142;0.058533;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.014548;0.003110;0.011978;0.005949;0.013004;0.017086;0.005454;0.002957;0.007612;0.013928;0.000560;0.001956;0.001104;0.006485;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
