unsmoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
.w;0.003191;0.028287;0.172218;0.030034;0.013026;0.012098;0.010947;0.042760;0.117098;0.097638;0.040640;0.122122;0.008559;0.126483;0.003191;0.013387;0.012924;0.016572;0.080617;0.000632;0.006390;0.005087;0.010400;0.006382;0.002004;0.006583;0.004273;0.004861;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
.k;0.003192;0.026038;0.287387;0.049078;0.012572;0.012098;0.010697;0.039760;0.093404;0.045081;0.047953;0.205373;0.008559;0.019529;0.003192;0.013388;0.012925;0.019054;0.037829;0.000632;0.006140;0.005087;0.008335;0.007179;0.002004;0.007380;0.005069;0.009481;0.000485;0.000824;0.000077;0.000141;0.000016;0.000016;0.000032
.g;0.003191;0.097535;0.115702;0.030662;0.039405;0.012098;0.010697;0.042183;0.103596;0.060767;0.035457;0.227003;0.009286;0.049271;0.003434;0.015811;0.012924;0.016769;0.054830;0.000632;0.010260;0.005087;0.011452;0.006382;0.002004;0.009734;0.004273;0.007959;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
.v;0.003191;0.026037;0.413182;0.026784;0.011776;0.012098;0.010697;0.039760;0.103420;0.066745;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.062354;0.000632;0.006887;0.005087;0.005524;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
..;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.494606;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.170109;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
.q;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
.x;0.003191;0.026037;0.076912;0.026784;0.011776;0.012098;0.128914;0.183171;0.092175;0.035076;0.029640;0.093938;0.008559;0.018733;0.003191;0.013387;0.061374;0.015072;0.101572;0.000632;0.006140;0.005087;0.012902;0.006382;0.002004;0.006583;0.006211;0.008925;0.000485;0.002761;0.000076;0.000140;0.000016;0.000016;0.000032
.?;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.503191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
.z;0.003191;0.026037;0.347172;0.026784;0.011776;0.012098;0.010697;0.039760;0.077552;0.124047;0.029640;0.114463;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.027878;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.011395
.ó;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
.ä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
.#;0.003191;0.026037;0.101718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.179640;0.130372;0.008559;0.018733;0.203191;0.013387;0.012924;0.065072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
q(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
qr;0.003191;0.030633;0.190767;0.047375;0.023297;0.019758;0.012168;0.076345;0.066232;0.087863;0.036259;0.156730;0.008926;0.018917;0.003191;0.024663;0.016356;0.024142;0.075032;0.000632;0.016803;0.005761;0.013730;0.007669;0.006722;0.011731;0.007092;0.006114;0.000485;0.000823;0.000076;0.000140;0.000322;0.000016;0.000032
qe;0.003192;0.075988;0.064183;0.072046;0.018224;0.026414;0.017732;0.050836;0.035554;0.034311;0.085145;0.238370;0.014298;0.019566;0.003223;0.039304;0.030912;0.029666;0.050785;0.000817;0.008824;0.006938;0.012278;0.009283;0.002529;0.016981;0.014023;0.007493;0.003139;0.007488;0.000138;0.000264;0.000016;0.000016;0.000032
qs;0.003192;0.026455;0.102832;0.059788;0.029767;0.014422;0.025650;0.094449;0.084046;0.054287;0.029641;0.257068;0.009393;0.033507;0.003490;0.014162;0.017452;0.018051;0.044939;0.000632;0.006915;0.005326;0.023321;0.006919;0.004387;0.006643;0.004273;0.016873;0.000485;0.000824;0.000494;0.000141;0.000016;0.000016;0.000151
qu;0.002128;0.086283;0.168462;0.061307;0.007941;0.017099;0.020591;0.053607;0.154840;0.029032;0.061314;0.064241;0.006880;0.012489;0.002128;0.012900;0.029032;0.052144;0.116910;0.000421;0.004093;0.009353;0.004698;0.004255;0.001517;0.009809;0.002849;0.002436;0.000323;0.000639;0.000141;0.000094;0.000011;0.000011;0.000021
qm;0.003191;0.049778;0.188885;0.036017;0.029977;0.065118;0.056595;0.039760;0.093163;0.070331;0.029904;0.114268;0.008823;0.018733;0.003191;0.013387;0.013188;0.015336;0.076952;0.000632;0.016559;0.021309;0.008316;0.006382;0.002004;0.006583;0.004273;0.005485;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000296
qp;0.003191;0.139552;0.138681;0.029917;0.020278;0.022092;0.038143;0.052140;0.040302;0.143669;0.029640;0.095736;0.008559;0.022760;0.003490;0.013387;0.012924;0.062208;0.078196;0.000632;0.006438;0.005087;0.006493;0.006382;0.002153;0.006732;0.004273;0.005200;0.000485;0.000823;0.000076;0.000140;0.000016;0.000165;0.000032
qt;0.003192;0.044859;0.098231;0.038664;0.022772;0.012620;0.010778;0.046302;0.088604;0.078808;0.030162;0.174160;0.008599;0.172237;0.003192;0.013428;0.013567;0.019006;0.052020;0.000632;0.015210;0.005087;0.016107;0.009232;0.002004;0.006624;0.004273;0.007486;0.000485;0.000824;0.000398;0.000301;0.000016;0.000016;0.000113
qi;0.003192;0.037422;0.067775;0.103490;0.012423;0.026316;0.013879;0.095238;0.032198;0.099155;0.143530;0.097921;0.016265;0.018783;0.003192;0.030588;0.048469;0.029937;0.045129;0.000682;0.006140;0.009512;0.005300;0.006383;0.007522;0.012251;0.020330;0.003261;0.000485;0.001619;0.000077;0.001433;0.000016;0.000016;0.000082
qo;0.003191;0.090078;0.053933;0.039255;0.058482;0.045370;0.033280;0.057865;0.036720;0.040601;0.135958;0.141331;0.058251;0.020900;0.003191;0.022825;0.021254;0.026966;0.031937;0.001450;0.009751;0.011202;0.006595;0.018420;0.003063;0.012024;0.010725;0.003496;0.000485;0.001112;0.000076;0.000140;0.000016;0.000016;0.000032
qn;0.003191;0.026037;0.086171;0.058653;0.015921;0.012959;0.010751;0.114372;0.049593;0.055532;0.034055;0.209194;0.012112;0.019110;0.003353;0.081324;0.035749;0.019379;0.048762;0.001009;0.008993;0.005141;0.011933;0.006436;0.005826;0.047765;0.006964;0.007902;0.000539;0.000877;0.000130;0.000194;0.000016;0.000016;0.000032
q ;0.003191;0.045910;0.067938;0.055254;0.018149;0.030958;0.037677;0.130091;0.073412;0.069906;0.039090;0.084402;0.026168;0.031776;0.003211;0.026967;0.038852;0.023847;0.085952;0.002280;0.010091;0.023272;0.005508;0.033958;0.003354;0.014405;0.007747;0.003608;0.001716;0.000843;0.000096;0.000299;0.000016;0.000016;0.000032
qf;0.003191;0.045239;0.088444;0.026971;0.044214;0.012657;0.010697;0.048522;0.082433;0.126911;0.029640;0.282274;0.032608;0.018919;0.003191;0.013387;0.012924;0.021038;0.051492;0.000632;0.008004;0.005087;0.006269;0.006942;0.002004;0.006583;0.004273;0.003857;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qh;0.003192;0.029786;0.293626;0.027637;0.013735;0.012609;0.010697;0.045638;0.101093;0.062184;0.030663;0.127391;0.008559;0.018818;0.003192;0.013728;0.013010;0.016350;0.120072;0.000717;0.008951;0.005087;0.007876;0.006553;0.002004;0.006584;0.004273;0.004134;0.000485;0.000824;0.000077;0.000141;0.000016;0.000272;0.000032
q);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
qd;0.003192;0.033427;0.142302;0.048716;0.025721;0.019607;0.011532;0.042740;0.076198;0.052447;0.030237;0.303853;0.008917;0.018972;0.003549;0.016606;0.012925;0.018768;0.056447;0.000871;0.009597;0.005206;0.020169;0.006621;0.002123;0.008133;0.007134;0.011813;0.000485;0.000824;0.000434;0.000141;0.000016;0.000016;0.000271
qc;0.003191;0.038877;0.121347;0.027648;0.031282;0.012098;0.010697;0.100254;0.072838;0.166471;0.029640;0.096669;0.008559;0.073177;0.003191;0.013387;0.026134;0.030998;0.073200;0.000632;0.018732;0.005087;0.005644;0.006382;0.006942;0.006583;0.004273;0.004222;0.000732;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
ql;0.003192;0.028261;0.121695;0.042135;0.020986;0.012204;0.011862;0.048018;0.103663;0.065215;0.029852;0.175863;0.013111;0.018733;0.003192;0.041548;0.013242;0.069593;0.073378;0.000632;0.056532;0.005193;0.009915;0.008077;0.002216;0.006795;0.007979;0.005229;0.000485;0.000824;0.000077;0.000141;0.000016;0.000122;0.000032
qa;0.003191;0.081011;0.051878;0.068722;0.017332;0.032720;0.019565;0.121820;0.045828;0.033191;0.120729;0.105321;0.013955;0.018840;0.003245;0.029949;0.030020;0.076083;0.029867;0.001540;0.016932;0.014489;0.005684;0.008573;0.011353;0.015185;0.016454;0.004019;0.000485;0.001678;0.000076;0.000194;0.000016;0.000016;0.000032
qj;0.003191;0.026037;0.271415;0.026784;0.153190;0.012098;0.010697;0.039760;0.034623;0.144249;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.052594;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.006798;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qy;0.003191;0.026037;0.071988;0.043936;0.011776;0.028470;0.013296;0.042099;0.036516;0.075497;0.031459;0.402357;0.008819;0.018733;0.003711;0.013907;0.013184;0.015072;0.029867;0.000632;0.006140;0.005087;0.046730;0.006642;0.002004;0.006583;0.004273;0.030138;0.000485;0.000823;0.000336;0.000140;0.000016;0.000016;0.000032
qb;0.003191;0.041721;0.260940;0.044664;0.056945;0.014607;0.010697;0.042269;0.046841;0.056977;0.029640;0.082882;0.008559;0.018733;0.003191;0.013387;0.013238;0.079376;0.069390;0.020080;0.047231;0.005087;0.005150;0.006382;0.002004;0.006583;0.004900;0.003739;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
q,;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.580372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qw;0.003191;0.028287;0.172218;0.030034;0.013026;0.012098;0.010947;0.042760;0.117098;0.097638;0.040640;0.122122;0.008559;0.126483;0.003191;0.013387;0.012924;0.016572;0.080617;0.000632;0.006390;0.005087;0.010400;0.006382;0.002004;0.006583;0.004273;0.004861;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qk;0.003192;0.026038;0.287387;0.049078;0.012572;0.012098;0.010697;0.039760;0.093404;0.045081;0.047953;0.205373;0.008559;0.019529;0.003192;0.013388;0.012925;0.019054;0.037829;0.000632;0.006140;0.005087;0.008335;0.007179;0.002004;0.007380;0.005069;0.009481;0.000485;0.000824;0.000077;0.000141;0.000016;0.000016;0.000032
qg;0.003191;0.097535;0.115702;0.030662;0.039405;0.012098;0.010697;0.042183;0.103596;0.060767;0.035457;0.227003;0.009286;0.049271;0.003434;0.015811;0.012924;0.016769;0.054830;0.000632;0.010260;0.005087;0.011452;0.006382;0.002004;0.009734;0.004273;0.007959;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qv;0.003191;0.026037;0.413182;0.026784;0.011776;0.012098;0.010697;0.039760;0.103420;0.066745;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.062354;0.000632;0.006887;0.005087;0.005524;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
q.;0.003191;0.026037;0.053256;0.026784;0.011776;0.014662;0.010697;0.039760;0.032098;0.033138;0.029640;0.085500;0.008559;0.018733;0.491909;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.005163;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qq;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qx;0.003191;0.026037;0.076912;0.026784;0.011776;0.012098;0.128914;0.183171;0.092175;0.035076;0.029640;0.093938;0.008559;0.018733;0.003191;0.013387;0.061374;0.015072;0.101572;0.000632;0.006140;0.005087;0.012902;0.006382;0.002004;0.006583;0.006211;0.008925;0.000485;0.002761;0.000076;0.000140;0.000016;0.000016;0.000032
q?;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.503191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qz;0.003191;0.026037;0.347172;0.026784;0.011776;0.012098;0.010697;0.039760;0.077552;0.124047;0.029640;0.114463;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.027878;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.011395
qó;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
qä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
q#;0.003191;0.026037;0.101718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.179640;0.130372;0.008559;0.018733;0.203191;0.013387;0.012924;0.065072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
x(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
xr;0.003191;0.030633;0.190767;0.047375;0.023297;0.019758;0.012168;0.076345;0.066232;0.087863;0.036259;0.156730;0.008926;0.018917;0.003191;0.024663;0.016356;0.024142;0.075032;0.000632;0.016803;0.005761;0.013730;0.007669;0.006722;0.011731;0.007092;0.006114;0.000485;0.000823;0.000076;0.000140;0.000322;0.000016;0.000032
xe;0.002128;0.178864;0.042788;0.099312;0.012149;0.094532;0.011821;0.033891;0.023702;0.022874;0.056763;0.158913;0.009532;0.013044;0.002148;0.026203;0.097531;0.019777;0.033857;0.000545;0.005883;0.004625;0.008185;0.006188;0.001686;0.011321;0.009348;0.004995;0.002092;0.004992;0.000092;0.000176;0.000011;0.000011;0.000021
xs;0.003192;0.026455;0.102832;0.059788;0.029767;0.014422;0.025650;0.094449;0.084046;0.054287;0.029641;0.257068;0.009393;0.033507;0.003490;0.014162;0.017452;0.018051;0.044939;0.000632;0.006915;0.005326;0.023321;0.006919;0.004387;0.006643;0.004273;0.016873;0.000485;0.000824;0.000494;0.000141;0.000016;0.000016;0.000151
xu;0.003192;0.129425;0.071772;0.091961;0.011912;0.025648;0.030887;0.080411;0.051339;0.033680;0.091971;0.096362;0.010321;0.018733;0.003192;0.019350;0.043548;0.078216;0.047076;0.000632;0.006140;0.014030;0.007048;0.006383;0.002275;0.014714;0.004273;0.003654;0.000485;0.000959;0.000212;0.000141;0.000016;0.000016;0.000032
xm;0.003191;0.049778;0.188885;0.036017;0.029977;0.065118;0.056595;0.039760;0.093163;0.070331;0.029904;0.114268;0.008823;0.018733;0.003191;0.013387;0.013188;0.015336;0.076952;0.000632;0.016559;0.021309;0.008316;0.006382;0.002004;0.006583;0.004273;0.005485;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000296
xp;0.002128;0.180466;0.223602;0.019945;0.013519;0.014728;0.025429;0.034760;0.026868;0.095779;0.019760;0.063824;0.005706;0.015174;0.002327;0.008925;0.008616;0.134369;0.073989;0.000421;0.004292;0.003391;0.004329;0.004255;0.001435;0.004488;0.002849;0.003467;0.000323;0.000549;0.000051;0.000094;0.000011;0.000110;0.000021
xt;0.002128;0.079456;0.115037;0.034785;0.015181;0.008413;0.007185;0.030868;0.059069;0.052539;0.020108;0.242233;0.005733;0.177887;0.002128;0.008952;0.009044;0.012670;0.034680;0.000421;0.010140;0.003391;0.042269;0.006155;0.001336;0.004416;0.002849;0.009495;0.000323;0.000549;0.000265;0.000201;0.000011;0.000011;0.000075
xi;0.002128;0.024948;0.045183;0.155015;0.008282;0.103565;0.009252;0.074245;0.021465;0.076856;0.095687;0.065280;0.010843;0.012522;0.002128;0.020392;0.043065;0.030710;0.030086;0.000454;0.004093;0.124621;0.003533;0.004255;0.005015;0.008167;0.013553;0.002174;0.000323;0.001079;0.000051;0.000955;0.000011;0.000011;0.000054
xo;0.002128;0.060052;0.035955;0.026170;0.038988;0.030247;0.022187;0.038577;0.024480;0.027068;0.090639;0.094221;0.038834;0.013933;0.002128;0.348550;0.014170;0.017977;0.021292;0.000967;0.006501;0.007468;0.004397;0.012280;0.002042;0.008016;0.007150;0.002331;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
xn;0.003191;0.026037;0.086171;0.058653;0.015921;0.012959;0.010751;0.114372;0.049593;0.055532;0.034055;0.209194;0.012112;0.019110;0.003353;0.081324;0.035749;0.019379;0.048762;0.001009;0.008993;0.005141;0.011933;0.006436;0.005826;0.047765;0.006964;0.007902;0.000539;0.000877;0.000130;0.000194;0.000016;0.000016;0.000032
x ;0.002128;0.030607;0.045292;0.036836;0.012099;0.020639;0.025118;0.086728;0.096561;0.141842;0.026060;0.056268;0.017446;0.021184;0.002141;0.017978;0.073521;0.015898;0.104920;0.001520;0.006727;0.110753;0.003672;0.022639;0.002236;0.009604;0.005165;0.002405;0.001144;0.000562;0.000064;0.000200;0.000011;0.000011;0.000021
xf;0.003191;0.045239;0.088444;0.026971;0.044214;0.012657;0.010697;0.048522;0.082433;0.126911;0.029640;0.282274;0.032608;0.018919;0.003191;0.013387;0.012924;0.021038;0.051492;0.000632;0.008004;0.005087;0.006269;0.006942;0.002004;0.006583;0.004273;0.003857;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
xh;0.003192;0.029786;0.293626;0.027637;0.013735;0.012609;0.010697;0.045638;0.101093;0.062184;0.030663;0.127391;0.008559;0.018818;0.003192;0.013728;0.013010;0.016350;0.120072;0.000717;0.008951;0.005087;0.007876;0.006553;0.002004;0.006584;0.004273;0.004134;0.000485;0.000824;0.000077;0.000141;0.000016;0.000272;0.000032
x);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
xd;0.003192;0.033427;0.142302;0.048716;0.025721;0.019607;0.011532;0.042740;0.076198;0.052447;0.030237;0.303853;0.008917;0.018972;0.003549;0.016606;0.012925;0.018768;0.056447;0.000871;0.009597;0.005206;0.020169;0.006621;0.002123;0.008133;0.007134;0.011813;0.000485;0.000824;0.000434;0.000141;0.000016;0.000016;0.000271
xc;0.002128;0.025918;0.280898;0.018432;0.034188;0.008065;0.007131;0.066836;0.061892;0.110981;0.019760;0.064446;0.005706;0.062118;0.002128;0.008925;0.017423;0.113999;0.048800;0.000421;0.012488;0.003391;0.003763;0.004255;0.004628;0.004389;0.002849;0.002815;0.000488;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
xl;0.003192;0.028261;0.121695;0.042135;0.020986;0.012204;0.011862;0.048018;0.103663;0.065215;0.029852;0.175863;0.013111;0.018733;0.003192;0.041548;0.013242;0.069593;0.073378;0.000632;0.056532;0.005193;0.009915;0.008077;0.002216;0.006795;0.007979;0.005229;0.000485;0.000824;0.000077;0.000141;0.000016;0.000122;0.000032
xa;0.002128;0.054008;0.034586;0.063833;0.011555;0.292083;0.013044;0.099231;0.030552;0.022128;0.098504;0.070214;0.009303;0.012560;0.002163;0.019966;0.029023;0.050722;0.019911;0.001027;0.011288;0.009660;0.003790;0.005715;0.007569;0.010123;0.010969;0.002680;0.000323;0.001119;0.000051;0.000129;0.000011;0.000011;0.000021
xj;0.003191;0.026037;0.271415;0.026784;0.153190;0.012098;0.010697;0.039760;0.034623;0.144249;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.052594;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.006798;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
xy;0.003191;0.026037;0.071988;0.043936;0.011776;0.028470;0.013296;0.042099;0.036516;0.075497;0.031459;0.402357;0.008819;0.018733;0.003711;0.013907;0.013184;0.015072;0.029867;0.000632;0.006140;0.005087;0.046730;0.006642;0.002004;0.006583;0.004273;0.030138;0.000485;0.000823;0.000336;0.000140;0.000016;0.000016;0.000032
xb;0.003191;0.041721;0.260940;0.044664;0.056945;0.014607;0.010697;0.042269;0.046841;0.056977;0.029640;0.082882;0.008559;0.018733;0.003191;0.013387;0.013238;0.079376;0.069390;0.020080;0.047231;0.005087;0.005150;0.006382;0.002004;0.006583;0.004900;0.003739;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
x,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
xw;0.003191;0.028287;0.172218;0.030034;0.013026;0.012098;0.010947;0.042760;0.117098;0.097638;0.040640;0.122122;0.008559;0.126483;0.003191;0.013387;0.012924;0.016572;0.080617;0.000632;0.006390;0.005087;0.010400;0.006382;0.002004;0.006583;0.004273;0.004861;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
xk;0.003192;0.026038;0.287387;0.049078;0.012572;0.012098;0.010697;0.039760;0.093404;0.045081;0.047953;0.205373;0.008559;0.019529;0.003192;0.013388;0.012925;0.019054;0.037829;0.000632;0.006140;0.005087;0.008335;0.007179;0.002004;0.007380;0.005069;0.009481;0.000485;0.000824;0.000077;0.000141;0.000016;0.000016;0.000032
xg;0.003191;0.097535;0.115702;0.030662;0.039405;0.012098;0.010697;0.042183;0.103596;0.060767;0.035457;0.227003;0.009286;0.049271;0.003434;0.015811;0.012924;0.016769;0.054830;0.000632;0.010260;0.005087;0.011452;0.006382;0.002004;0.009734;0.004273;0.007959;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
xv;0.002128;0.017358;0.275455;0.017856;0.007851;0.008065;0.007131;0.026507;0.402280;0.044497;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.041569;0.000421;0.004591;0.003391;0.003683;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
x.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.661273;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
xq;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
xx;0.002128;0.017358;0.051275;0.017856;0.007851;0.008065;0.085943;0.122114;0.061450;0.023384;0.019760;0.062626;0.005706;0.012489;0.002128;0.008925;0.040916;0.010048;0.067715;0.000421;0.004093;0.003391;0.008602;0.004255;0.001336;0.004389;0.337474;0.005950;0.000323;0.001841;0.000051;0.000094;0.000011;0.000011;0.000021
x?;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.503191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
